My ID,id,title,readyInMinutes,nutrition>caloricBreakdown>percentProtein,nutrition>caloricBreakdown>percentFat,nutrition>caloricBreakdown>percentCarbs,True,servings,image,sourceUrl,summary,aggregateLikes,spoonacularScore,winePairing>pairedWines,winePairing>pairingText
184188,184188,Taco Taters,25,5.92,42.48,51.6,,4,https://spoonacular.com/recipeImages/184188-556x370.ashx,http://www.bettycrocker.com/recipes/taco-taters/9f560071-4a95-4753-85bb-794c353d2a62/reviews,"Taco Taters is a <b>gluten free and vegan</b> recipe with 4 servings. For <b>63 cents per serving</b>, this recipe <b>covers 9%</b> of your daily requirements of vitamins and minerals. One serving contains <b>288 calories</b>, <b>4g of protein</b>, and <b>14g of fat</b>. Not a lot of people made this recipe, and 1 would say it hit the spot. A mixture of cornmeal, vegetable oil, old el taco seasoning mix, and a handful of other ingredients are all it takes to make this recipe so flavorful. From preparation to the plate, this recipe takes approximately <b>25 minutes</b>. It is a <b>very budget friendly</b> recipe for fans of Mexican food. It is brought to you by Betty Crocker. Overall, this recipe earns a <b>rather bad spoonacular score of 37%</b>. Try <a href=""https://spoonacular.com/recipes/taco-taters-173910"">Taco Taters</a>, <a href=""https://spoonacular.com/recipes/yam-stuffed-taters-519716"">Yam Stuffed Taters</a>, and <a href=""https://spoonacular.com/recipes/mashed-taters-120274"">Mashed Taters</a> for similar recipes.",0,34.0,"['riesling', 'sparkling rose', 'pinot noir']","Riesling, Sparkling rosé, and Pinot Noir are my top picks for Mexican. Acidic white wines like riesling or low-tannin reds like pinot noir can work well with Mexican dishes. Sparkling rosé is a safe pairing too. You could try King Frosch Riesling Kabinett Wine. Reviewers quite like it with a 5 out of 5 star rating and a price of about 20 dollars per bottle."
91852,91852,Liver Cleansing Juice Drink,10,5.86,4.09,90.05,,1,https://spoonacular.com/recipeImages/91852-556x370.jpg,http://www.food.com/recipe/liver-cleansing-juice-drink-158566,"Need a <b>caveman, gluten free, primal, and whole 30 beverage</b>? Liver Cleansing Juice Drink could be a tremendous recipe to try. This recipe makes 1 servings with <b>370 calories</b>, <b>6g of protein</b>, and <b>2g of fat</b> each. For <b>$2.48 per serving</b>, this recipe <b>covers 31%</b> of your daily requirements of vitamins and minerals. If you have apples, beet, lemon, and a few other ingredients on hand, you can make it. 7 people have made this recipe and would make it again. From preparation to the plate, this recipe takes roughly <b>10 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 96%</b>. This score is excellent. Similar recipes are <a href=""https://spoonacular.com/recipes/heart-healthy-and-cleansing-juice-beet-carrot-apple-lime-orange-ginger-juice-488159"">Heart Healthy and Cleansing Juice: Beet Carrot Apple Lime Orange Ginger Juice</a>, <a href=""https://spoonacular.com/recipes/dandelion-root-tea-for-gentle-liver-cleansing-14316"">Dandelion Root Tea For Gentle Liver Cleansing</a>, and <a href=""https://spoonacular.com/recipes/cleansing-green-juice-14313"">Cleansing Green Juice</a>.",7,96.0,,
195343,195343,Roasted Pumpkin Soup with Brown Butter and Thyme,120,7.73,56.32,35.95,,6,https://spoonacular.com/recipeImages/195343-556x370.jpg,http://www.seriouseats.com/recipes/2012/12/roasted-pumpkin-soup-brown-butter-thyme-recipe.html,"Roasted Pumpkin Soup with Brown Butter and Thyme might be just the soup you are searching for. This recipe makes 6 servings with <b>259 calories</b>, <b>5g of protein</b>, and <b>17g of fat</b> each. For <b>$1.3 per serving</b>, this recipe <b>covers 13%</b> of your daily requirements of vitamins and minerals. It can be enjoyed any time, but it is especially good for <b>Autumn</b>. 27 people have made this recipe and would make it again. Head to the store and pick up chicken stock, butter, kosher salt and pepper, and a few other things to make it today. It is a good option if you're following a <b>gluten free</b> diet. From preparation to the plate, this recipe takes approximately <b>2 hours</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 49%</b>. This score is good. Try <a href=""https://spoonacular.com/recipes/pumpkin-ravioli-with-roasted-garlic-brown-butter-583125"">Pumpkin Ravioli with Roasted Garlic Brown Butter</a>, <a href=""https://spoonacular.com/recipes/chestnut-pumpkin-soup-with-sage-brown-butter-24086"">Chestnut Pumpkin Soup With Sage Brown Butter</a>, and <a href=""https://spoonacular.com/recipes/brown-butter-cornbread-w-farmer-cheese-thyme-517881"">Brown Butter Cornbread w/ Farmer Cheese & Thyme</a> for similar recipes.",27,46.0,,
39745,39745,Caramelized Onions,35,6.51,34.24,59.25,,1,https://spoonacular.com/recipeImages/39745-556x370.jpg,http://recipes.prevention.com/Recipe/caramelized-onions.aspx,"Caramelized Onions might be just the side dish you are searching for. For <b>$1.86 per serving</b>, this recipe <b>covers 11%</b> of your daily requirements of vitamins and minerals. One serving contains <b>306 calories</b>, <b>5g of protein</b>, and <b>12g of fat</b>. This recipe serves 1. Head to the store and pick up balsamic vinegar, butter, salt and pepper, and a few other things to make it today. 1 person were impressed by this recipe. It is a good option if you're following a <b>gluten free, primal, and vegetarian</b> diet. From preparation to the plate, this recipe takes around <b>35 minutes</b>. It is brought to you by recipes.prevention.com. With a spoonacular <b>score of 37%</b>, this dish is rather bad. Similar recipes include <a href=""https://spoonacular.com/recipes/caramelized-onions-39718"">Caramelized Onions</a>, <a href=""https://spoonacular.com/recipes/caramelized-onions-39695"">Caramelized Onions</a>, and <a href=""https://spoonacular.com/recipes/caramelized-onions-107225"">Caramelized Onions</a>.",0,34.0,,
152977,152977,Soppressata Pizza,45,17.29,42.35,40.36,,8,https://spoonacular.com/recipeImages/152977-556x370.jpg,http://www.epicurious.com/recipes/food/views/Soppressata-Pizza-230122,"Soppressata Pizza might be just the <b>Mediterranean</b> recipe you are searching for. This main course has <b>499 calories</b>, <b>23g of protein</b>, and <b>28g of fat</b> per serving. This recipe serves 8 and costs $2.89 per serving. Not a lot of people made this recipe, and 1 would say it hit the spot. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. A mixture of ultrathin soppressata, lowfat fontina, bottled roasted peppers, and a handful of other ingredients are all it takes to make this recipe so delicious. All things considered, we decided this recipe <b>deserves a spoonacular score of 37%</b>. This score is not so spectacular. Try <a href=""https://spoonacular.com/recipes/butternut-squash-soppressata-pizza-750481"">Butternut Squash-Soppressata Pizza</a>, <a href=""https://spoonacular.com/recipes/wredes-grilled-pizza-with-grapes-and-soppressata-47241"">Wrede's Grilled Pizza with Grapes and Soppressata</a>, and <a href=""https://spoonacular.com/recipes/sweet-potato-balsamic-onion-and-soppressata-pizza-84100"">Sweet Potato, Balsamic Onion and Soppressata Pizza</a> for similar recipes.",0,27.0,"['chianti', 'trebbiano', 'verdicchio']","Chianti, Trebbiano, and Verdicchio are great choices for Italian. Italians know food and they know wine. Trebbiano and Verdicchio are Italian white wines that pair well with fish and white meat, while Chianti is a great Italian red for heavier, bolder dishes. The Ricasoli Castello di Brolio Chianti Classico with a 4.3 out of 5 star rating seems like a good match. It costs about 20 dollars per bottle."
83248,83248,Enchiladas Verdes,67,26.69,42.89,30.42,,6,https://spoonacular.com/recipeImages/83248-556x370.jpg,http://www.thekitchn.com/authentic-mexican-recipe-enchi-126901,"Enchiladas Verdes might be just the main course you are searching for. This recipe serves 6 and costs $2.44 per serving. One serving contains <b>412 calories</b>, <b>27g of protein</b>, and <b>18g of fat</b>. Only a few people really liked this Mexican dish. 4 people were glad they tried this recipe. Head to the store and pick up queso fresco, flour, canolan oil, and a few other things to make it today. To use up the buttermilk you could follow this main course with the <a href=""https://spoonacular.com/recipes/buttermilk-pie-134818"">Buttermilk Pie</a> as a dessert. It is brought to you by The Kitchn. From preparation to the plate, this recipe takes roughly <b>1 hour and 7 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 51%</b>. This score is pretty good. Similar recipes include <a href=""https://spoonacular.com/recipes/enchiladas-verdes-con-pavo-green-chile-turkey-enchiladas-555668"">Enchiladas Verdes con Pavo (Green Chile Turkey Enchiladas)</a>, <a href=""https://spoonacular.com/recipes/enchiladas-verdes-green-enchiladas-838461"">Enchiladas Verdes (Green Enchiladas)</a>, and <a href=""https://spoonacular.com/recipes/enchiladas-verdes-green-enchiladas-642403"">Enchiladas Verdes (Green Enchiladas)</a>.",4,56.0,"['riesling', 'sparkling rose', 'pinot noir']","Riesling, Sparkling rosé, and Pinot Noir are great choices for Mexican. Acidic white wines like riesling or low-tannin reds like pinot noir can work well with Mexican dishes. Sparkling rosé is a safe pairing too. You could try Engel Wines Riesling - Kosher. Reviewers quite like it with a 5 out of 5 star rating and a price of about 20 dollars per bottle."
59449,59449,Cake and Ice Cream Cake,210,6.49,37.39,56.12,,10,https://spoonacular.com/recipeImages/59449-556x370.jpg,http://allrecipes.com/Recipe/Cake-and-Ice-Cream-Cake/Detail.aspx,"Cake and Ice Cream Cake requires approximately <b>3 hours and 30 minutes</b> from start to finish. One serving contains <b>370 calories</b>, <b>6g of protein</b>, and <b>16g of fat</b>. This recipe serves 10. For <b>65 cents per serving</b>, this recipe <b>covers 8%</b> of your daily requirements of vitamins and minerals. <b>Summer</b> will be even more special with this recipe. Not a lot of people made this recipe, and 1 would say it hit the spot. It is a good option if you're following a <b>gluten free, dairy free, and fodmap friendly</b> diet. It is brought to you by Allrecipes. Overall, this recipe earns a <b>not so amazing spoonacular score of 21%</b>. Similar recipes are <a href=""https://spoonacular.com/recipes/cinnamon-roll-ice-cream-cake-916928"">Cinnamon Roll Ice Cream Cake</a>, <a href=""https://spoonacular.com/recipes/homemade-ice-cream-crunch-cake-912064"">Homemade Ice Cream Crunch Cake</a>, and <a href=""https://spoonacular.com/recipes/apple-pie-fried-ice-cream-cake-921347"">Apple Pie Fried Ice Cream Cake</a>.",0,27.0,,
91049,91049,Turkey and Cranberry Pie,480,31.85,39.5,28.65,,6,https://spoonacular.com/recipeImages/91049-556x370.jpg,http://www.seriouseats.com/recipes/2011/11/turkey-and-cranberry-pie.html,"One serving contains <b>622 calories</b>, <b>51g of protein</b>, and <b>28g of fat</b>. This recipe serves 6. For <b>$2.4 per serving</b>, this recipe <b>covers 29%</b> of your daily requirements of vitamins and minerals. 1 person has made this recipe and would make it again. A mixture of cranberries, pepper, carrot, and a handful of other ingredients are all it takes to make this recipe so delicious. From preparation to the plate, this recipe takes roughly <b>8 hours</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 59%</b>. This score is pretty good. Similar recipes include <a href=""https://spoonacular.com/recipes/cranberry-glazed-turkey-with-cranberry-cornbread-stuffing-129147"">Cranberry-Glazed Turkey with Cranberry-Cornbread Stuffing</a>, <a href=""https://spoonacular.com/recipes/cranberry-turkey-99484"">Cranberry Turkey</a>, and <a href=""https://spoonacular.com/recipes/cranberry-turkey-meatballs-640425"">Cranberry Turkey Meatballs</a>.",0,66.0,,
93556,93556,Russ's Vegetable Melange,30,8.37,73.25,18.38,,2,https://spoonacular.com/recipeImages/93556-556x370.jpg,http://www.food.com/recipe/russs-vegetable-melange-320378,"Russ's Vegetable Melange might be just the side dish you are searching for. For <b>$1.28 per serving</b>, this recipe <b>covers 23%</b> of your daily requirements of vitamins and minerals. One serving contains <b>397 calories</b>, <b>9g of protein</b>, and <b>33g of fat</b>. This recipe serves 2. 1 person has made this recipe and would make it again. It is a good option if you're following a <b>gluten free</b> diet. From preparation to the plate, this recipe takes about <b>30 minutes</b>. A mixture of bell pepper, parmesan cheese, salt, and a handful of other ingredients are all it takes to make this recipe so delicious. All things considered, we decided this recipe <b>deserves a spoonacular score of 56%</b>. This score is solid. Try <a href=""https://spoonacular.com/recipes/sea-bass-with-vegetable-melange-162739"">Sea Bass with Vegetable Melange</a>, <a href=""https://spoonacular.com/recipes/melange-gumbo-333447"">Melange Gumbo</a>, and <a href=""https://spoonacular.com/recipes/red-and-green-mlange-salad-9078"">Red and Green Mélange Salad</a> for similar recipes.",0,50.0,,
159079,159079,Bread Machine Multigrain Loaf,220,8.76,9.62,81.62,,12,https://spoonacular.com/recipeImages/159079-556x370.jpg,http://www.BettyCrocker.com/recipes/bread-machine-multigrain-loaf/a8d786ef-6ec3-4b02-9cf1-1183bd81b20d,"Bread Machine Multigrain Loaf might be just the bread you are searching for. This recipe serves 12 and costs 34 cents per serving. One serving contains <b>224 calories</b>, <b>6g of protein</b>, and <b>4g of fat</b>. This recipe is liked by 1 foodies and cooks. Head to the store and pick up gold flour, water, gold better, and a few other things to make it today. It is a good option if you're following a <b>vegetarian</b> diet. From preparation to the plate, this recipe takes about <b>3 hours and 40 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 47%</b>. This score is good. Try <a href=""https://spoonacular.com/recipes/small-ultra-light-healthy-french-bread-loaf-abm-bread-machine-132691"">Small Ultra-Light Healthy French Bread Loaf (Abm) Bread Machine</a>, <a href=""https://spoonacular.com/recipes/buttery-bread-machine-loaf-139748"">Buttery Bread Machine Loaf</a>, and <a href=""https://spoonacular.com/recipes/bread-machine-hot-buttered-rum-loaf-163463"">Bread Machine Hot Buttered Rum Loaf</a> for similar recipes.",0,37.0,,
188252,188252,"Grilled Cheddar, Tomato and Bacon Sandwiches",45,13.13,24.41,62.46,,4,https://spoonacular.com/recipeImages/188252-556x370.jpg,http://www.epicurious.com/recipes/food/views/Grilled-Cheddar-Tomato-and-Bacon-Sandwiches-103128,"Grilled Cheddar, Tomato and Bacon Sandwiches is a <b>dairy free and vegetarian</b> main course. This recipe makes 4 servings with <b>475 calories</b>, <b>16g of protein</b>, and <b>13g of fat</b> each. For <b>$1.51 per serving</b>, this recipe <b>covers 17%</b> of your daily requirements of vitamins and minerals. Head to the store and pick up mayonnaise, sourdough bread, tomato, and a few other things to make it today. To use up the mayonnaise you could follow this main course with the <a href=""https://spoonacular.com/recipes/super-peanut-butter-brownies-made-lighter-113420"">Super! Peanut Butter Brownies Made Lighter</a> as a dessert. From preparation to the plate, this recipe takes about <b>45 minutes</b>. This recipe is liked by 1 foodies and cooks. It can be enjoyed any time, but it is especially good for <b>The Fourth Of July</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 58%</b>. This score is good. Similar recipes include <a href=""https://spoonacular.com/recipes/grilled-cheddar-tomato-and-bacon-sandwiches-147757"">Grilled Cheddar, Tomato and Bacon Sandwiches</a>, <a href=""https://spoonacular.com/recipes/grilled-apple-cheddar-bacon-sandwiches-545043"">Grilled Apple, Cheddar & Bacon Sandwiches</a>, and <a href=""https://spoonacular.com/recipes/creamy-tomato-soup-with-grilled-cheddar-basil-sandwiches-174873"">Creamy Tomato Soup with Grilled Cheddar-Basil Sandwiches</a>.",0,54.0,,
