My ID,id,title,readyInMinutes,nutrition>caloricBreakdown>percentProtein,nutrition>caloricBreakdown>percentFat,nutrition>caloricBreakdown>percentCarbs,True,servings,image,sourceUrl,summary,aggregateLikes,spoonacularScore,winePairing>pairedWines,winePairing>pairingText
130764,130764,Sneaky Snickers Bars,70,5.67,38.91,55.42,,12,https://spoonacular.com/recipeImages/130764-556x370.jpg,http://baking.food.com/recipe/sneaky-snickers-bars-53505,"Sneaky Snickers Bars might be just the side dish you are searching for. One portion of this dish contains about <b>8g of protein</b>, <b>25g of fat</b>, and a total of <b>567 calories</b>. This recipe serves 12. For <b>$1.31 per serving</b>, this recipe <b>covers 7%</b> of your daily requirements of vitamins and minerals. Head to the store and pick up chocolate chips, evaporated milk, flour, and a few other things to make it today. 21 person have tried and liked this recipe. From preparation to the plate, this recipe takes roughly <b>1 hour and 10 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 34%</b>. This score is not so excellent. Try <a href=""https://spoonacular.com/recipes/homemade-snickers-bars-508120"">Homemade Snickers Bars</a>, <a href=""https://spoonacular.com/recipes/homemade-snickers-bars-35546"">Homemade Snickers Bars</a>, and <a href=""https://spoonacular.com/recipes/homemade-snickers-bars-599949"">Homemade Snickers Bars</a> for similar recipes.",21,20.0,,
26751,26751,Charred Heirloom Tomatoes With Fresh Herbs,45,5.06,71.29,23.65,,8,https://spoonacular.com/recipeImages/26751-556x370.jpg,http://www.bonappetit.com/recipes/cookingclub/2008/08/charred_heirloom_tomatoes_with_fresh_herbs,"Charred Heirloom Tomatoes With Fresh Herbs might be just the side dish you are searching for. This caveman, gluten free, primal, and fodmap friendly recipe serves 8 and costs <b>$1.36 per serving</b>. One portion of this dish contains roughly <b>1g of protein</b>, <b>9g of fat</b>, and a total of <b>108 calories</b>. 7 people were impressed by this recipe. If you have thyme leaves, heirloom tomatoes, olive oil, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 87%</b>. This score is amazing. Similar recipes include <a href=""https://spoonacular.com/recipes/grilled-chicken-with-charred-lemon-and-heirloom-tomatoes-383958"">Grilled Chicken with Charred Lemon and Heirloom Tomatoes</a>, <a href=""https://spoonacular.com/recipes/grilled-lamb-sausage-with-goat-cheese-heirloom-tomatoes-olives-and-herbs-321635"">Grilled Lamb Sausage with Goat Cheese, Heirloom Tomatoes, Olives and Herbs</a>, and <a href=""https://spoonacular.com/recipes/embarrassingly-easy-grilled-sourdough-with-buttery-herbs-heirloom-tomatoes-+-a-honey-drizzle-525340"">Embarrassingly Easy Grilled Sourdough with Buttery Herbs, Heirloom Tomatoes + a Honey Drizzle</a>.",7,85.0,,
64308,64308,Easy Mocha Fruitcake (christmas),150,6.16,12.96,80.88,,1,https://spoonacular.com/recipeImages/64308-556x370.jpg,http://www.recipezaar.com/Easy-Mocha-Fruitcake-Christmas-174124,"Easy Mocha Fruitcake (christmas) is a <b>dairy free</b> recipe with 1 servings. One portion of this dish contains approximately <b>40g of protein</b>, <b>56g of fat</b>, and a total of <b>4890 calories</b>. For <b>$18.39 per serving</b>, this recipe <b>covers 36%</b> of your daily requirements of vitamins and minerals. It can be enjoyed any time, but it is especially good for <b>Christmas</b>. 1 person were glad they tried this recipe. If you have self raising flour, fruit, strong coffee, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes about <b>2 hours and 30 minutes</b>. It is brought to you by Recipezaar. All things considered, we decided this recipe <b>deserves a spoonacular score of 57%</b>. This score is solid. If you like this recipe, you might also like recipes such as <a href=""https://spoonacular.com/recipes/christmas-fruitcake-56073"">Christmas Fruitcake</a>, <a href=""https://spoonacular.com/recipes/christmas-dried-fruitcake-132152"">Christmas Dried Fruitcake</a>, and <a href=""https://spoonacular.com/recipes/christmas-special-fruitcake-388481"">Christmas Special Fruitcake</a>.",0,77.0,,
143982,143982,Garlic-Roasted Chicken and Vegetables,140,24.3,65.15,10.55,,6,https://spoonacular.com/recipeImages/143982-556x370.png,http://www.tasteofhome.com/Recipes/garlic-roasted-chicken-and-vegetables,"You can never have too many main course recipes, so give Garlic-Roasted Chicken and Vegetables a try. This recipe serves 6 and costs $2.88 per serving. One portion of this dish contains around <b>50g of protein</b>, <b>60g of fat</b>, and a total of <b>829 calories</b>. A mixture of potatoes, roasting chicken, onion, and a handful of other ingredients are all it takes to make this recipe so yummy. To use up the butter you could follow this main course with the <a href=""https://spoonacular.com/recipes/cinnamon-butter-cake-60334"">Cinnamon Butter Cake</a> as a dessert. This recipe is liked by 1 foodies and cooks. From preparation to the plate, this recipe takes about <b>2 hours and 20 minutes</b>. It is a good option if you're following a <b>gluten free</b> diet. All things considered, we decided this recipe <b>deserves a spoonacular score of 65%</b>. This score is solid. Similar recipes include <a href=""https://spoonacular.com/recipes/garlic-roasted-chicken-with-vegetables-243953"">Garlic Roasted Chicken with Vegetables</a>, <a href=""https://spoonacular.com/recipes/garlic-roasted-chicken-and-root-vegetables-287626"">Garlic-Roasted Chicken and Root Vegetables</a>, and <a href=""https://spoonacular.com/recipes/beer-can-chicken-country-style-vegetables-with-roasted-garlic-634753"">Beer Can Chicken, Country Style Vegetables with Roasted Garlic</a>.",0,62.0,,
100419,100419,Mince & Tatties,30,21.8,66.21,11.99,,2,https://spoonacular.com/recipeImages/100419-556x370.jpg,http://www.food.com/recipe/mince-tatties-29639,"Mince & Tatties is a <b>gluten free and dairy free</b> main course. One portion of this dish contains approximately <b>61g of protein</b>, <b>61g of fat</b>, and a total of <b>1185 calories</b>. This recipe serves 2. For <b>$3.4 per serving</b>, this recipe <b>covers 63%</b> of your daily requirements of vitamins and minerals. 16 people found this recipe to be yummy and satisfying. If you have beef gravy, potatoes, beef mince, and a few other ingredients on hand, you can make it. To use up the olive oil you could follow this main course with the <a href=""https://spoonacular.com/recipes/sauteed-banana-granola-and-yogurt-parfait-624619"">Sauteed Banana, Granolan and Yogurt Parfait</a> as a dessert. From preparation to the plate, this recipe takes around <b>30 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 98%</b>. This score is spectacular. Try <a href=""https://spoonacular.com/recipes/mince-and-tatties-119543"">Mince and Tatties</a>, <a href=""https://spoonacular.com/recipes/hot-kangaroo-mince-aka-hot-skippy-mince-136285"">Hot Kangaroo Mince (Aka Hot Skippy Mince)</a>, and <a href=""https://spoonacular.com/recipes/neeps-antatties-101802"">Neeps An'tatties</a> for similar recipes.",16,97.0,,
107789,107789,Grandma Ethel's Brisket with Tzimmes,300,36.5,27.9,35.6,,10,https://spoonacular.com/recipeImages/107789-556x370.png,http://www.epicurious.com/recipes/food/views/Grandma-Ethels-Brisket-with-Tzimmes-231787,"The recipe Grandman Ethel's Brisket with Tzimmes could satisfy your Jewish craving in approximately <b>5 hours</b>. This main course has <b>917 calories</b>, <b>85g of protein</b>, and <b>29g of fat</b> per serving. This recipe serves 10 and costs $8.66 per serving. <b>Hanukkah</b> will be even more special with this recipe. This recipe from Epicurious has 1 fans. A mixture of olive oil, pepper, carrots, and a handful of other ingredients are all it takes to make this recipe so scrumptious. To use up the prunes you could follow this main course with the <a href=""https://spoonacular.com/recipes/baked-apples-with-prunes-cinnamon-ginger-216910"">Baked apples with prunes, cinnamon & ginger</a> as a dessert. It is a good option if you're following a <b>gluten free, dairy free, and whole 30</b> diet. All things considered, we decided this recipe <b>deserves a spoonacular score of 79%</b>. This score is good. Similar recipes include <a href=""https://spoonacular.com/recipes/cider-braised-brisket-with-tzimmes-40487"">Cider-braised Brisket with Tzimmes</a>, <a href=""https://spoonacular.com/recipes/not-your-grandmas-brisket-479667"">Not-Your-Grandma’s Brisket</a>, and <a href=""https://spoonacular.com/recipes/grandma-selmas-brisket-81678"">Grandma Selma's Brisket</a>.",0,78.0,[],
188342,188342,Mini Buffalo Chicken Balls,45,22.81,63.28,13.91,,40,https://spoonacular.com/recipeImages/188342-556x370.jpg,http://www.epicurious.com/recipes/food/views/369170,"This recipe serves 40. One portion of this dish contains roughly <b>3g of protein</b>, <b>3g of fat</b>, and a total of <b>47 calories</b>. For <b>13 cents per serving</b>, this recipe <b>covers 2%</b> of your daily requirements of vitamins and minerals. This recipe is liked by 1 foodies and cooks. A mixture of frank's redhot sauce, butter, egg, and a handful of other ingredients are all it takes to make this recipe so scrumptious. From preparation to the plate, this recipe takes about <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 9%</b>. This score is improvable. Similar recipes include <a href=""https://spoonacular.com/recipes/buffalo-chicken-sausage-balls-706083"">Buffalo Chicken Sausage Balls</a>, <a href=""https://spoonacular.com/recipes/buffalo-chicken-cheese-balls-363075"">Buffalo Chicken Cheese Balls</a>, and <a href=""https://spoonacular.com/recipes/mini-buffalo-chicken-bites-616621"">Mini Buffalo Chicken Bites</a>.",0,6.0,,
2843,2843,Peruvian Ceviche,45,8.86,3.5,87.64,,4,https://spoonacular.com/recipeImages/2843-556x370.jpg,http://www.bonappetit.com/recipes/2012/05/peruvian-ceviche,"The recipe Peruvian Ceviche could satisfy your South American craving in around <b>45 minutes</b>. Watching your figure? This gluten free and vegan recipe has <b>98 calories</b>, <b>2g of protein</b>, and <b>0g of fat</b> per serving. For <b>95 cents per serving</b>, this recipe <b>covers 10%</b> of your daily requirements of vitamins and minerals. This recipe serves 4. This recipe is liked by 123 foodies and cooks. Head to the store and pick up cilantro leaves, onion, fluke, and a few other things to make it today. All things considered, we decided this recipe <b>deserves a spoonacular score of 79%</b>. This score is good. Similar recipes are <a href=""https://spoonacular.com/recipes/don-ceviche-and-ceviche-peruvian-kitchen-cookbook-giveaway-604913"">Don Ceviche {} and Ceviche Peruvian Kitchen cookbook {giveaway}</a>, <a href=""https://spoonacular.com/recipes/ceviche-de-mango-mango-ceviche-from-ceviche-peruvian-kitchen-603286"">Ceviche de Mango (Mango Ceviche) From Ceviche: Peruvian Kitchen</a>, and <a href=""https://spoonacular.com/recipes/peruvian-ceviche-185430"">Peruvian Ceviche</a>.",123,77.0,,
101597,101597,Hortotiropita (Greens and Cheese Pie) With Chard,80,12.95,45.6,41.45,,4,https://spoonacular.com/recipeImages/101597-556x370.jpg,http://www.food.com/recipe/hortotiropita-greens-and-cheese-pie-with-chard-441216,"Hortotiropita (Greens and Cheese Pie) With Chard might be just the main course you are searching for. One portion of this dish contains about <b>24g of protein</b>, <b>38g of fat</b>, and a total of <b>738 calories</b>. This vegetarian recipe serves 4 and costs <b>$3.28 per serving</b>. 6 people have made this recipe and would make it again. If you have swiss chard, feta cheese, flour, and a few other ingredients on hand, you can make it. To use up the mint you could follow this main course with the <a href=""https://spoonacular.com/recipes/mint-brownies-122695"">Mint Brownies</a> as a dessert. From preparation to the plate, this recipe takes approximately <b>1 hour and 20 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 90%</b>. This score is excellent. Try <a href=""https://spoonacular.com/recipes/braised-collard-greens-mustard-greens-and-red-swiss-chard-384314"">Braised Collard Greens, Mustard Greens, and Red Swiss Chard</a>, <a href=""https://spoonacular.com/recipes/spicy-chard-mac-n-cheese-bites-cooper-deli-cheese-563221"">Spicy Chard Mac ‘n’ Cheese Bites {Cooper Deli Cheese}</a>, and <a href=""https://spoonacular.com/recipes/homemade-cherry-pie-bars-with-a-cream-cheese-glaze-918483"">Homemade Cherry Pie Bars with a Cream Cheese Glaze</a> for similar recipes.",6,89.0,,
161361,161361,Turnip and Pear Purée,75,4.96,62.4,32.64,,8,https://spoonacular.com/recipeImages/161361-556x370.jpg,http://www.chow.com/recipes/10767-turnip-and-pear-pure,"Turnip and Pear Purée might be just the side dish you are searching for. This recipe serves 8 and costs 61 cents per serving. One portion of this dish contains about <b>3g of protein</b>, <b>14g of fat</b>, and a total of <b>197 calories</b>. 1 person were glad they tried this recipe. A mixture of heavy cream, juice of lemon, turnips, and a handful of other ingredients are all it takes to make this recipe so tasty. From preparation to the plate, this recipe takes approximately <b>1 hour and 15 minutes</b>. It is a good option if you're following a <b>gluten free and vegetarian</b> diet. It is brought to you by Chow. With a spoonacular <b>score of 25%</b>, this dish is not so excellent. Similar recipes include <a href=""https://spoonacular.com/recipes/turnip-and-pear-pure-101732"">Turnip and Pear Purée</a>, <a href=""https://spoonacular.com/recipes/buttered-turnip-puree-749801"">Buttered Turnip Puree</a>, and <a href=""https://spoonacular.com/recipes/buttered-turnip-puree-749798"">Buttered Turnip Puree</a>.",0,22.0,,
185595,185595,Chocolate Candy Cane Cookies,45,3.88,34.02,62.1,,18,https://spoonacular.com/recipeImages/185595-556x370.jpg,http://www.epicurious.com/recipes/food/views/233372,"This recipe makes 18 servings with <b>216 calories</b>, <b>2g of protein</b>, and <b>8g of fat</b> each. For <b>23 cents per serving</b>, this recipe <b>covers 3%</b> of your daily requirements of vitamins and minerals. This recipe is liked by 1 foodies and cooks. It can be enjoyed any time, but it is especially good for <b>Christmas</b>. Head to the store and pick up powdered sugar, butter, peppermint candies, and a few other things to make it today. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 12%</b>. This score is rather bad. Try <a href=""https://spoonacular.com/recipes/chocolate-candy-cane-cookies-394983"">Chocolate Candy Cane Cookies</a>, <a href=""https://spoonacular.com/recipes/chocolate-candy-cane-cookies-78818"">Chocolate Candy Cane Cookies</a>, and <a href=""https://spoonacular.com/recipes/chocolate-candy-cane-cookies-173047"">Chocolate Candy Cane Cookies</a> for similar recipes.",0,9.0,,
